term_str,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
got,-0.08620283,0.25104278,-0.04002787,-0.05937777,0.11541061,-0.03390543,-0.12717001,0.26211897,-0.0006806551,-0.11720468,0.0010150431,-0.08422456,-0.060560945,0.02298822,0.212845,-0.12144602,-0.03683483,-0.13793735,0.014662278,-0.13293688,-0.019440329,-0.065634996,-0.085738,0.029936498,-0.13716248,0.121719725,-0.17543055,-0.09678825,-0.07925872,0.11664068,-0.15059172,-0.19188014,0.062533505,0.00641607,-0.019692404,0.03655034,-0.0021240956,0.17240937,0.15614377,-0.059478987,-0.14572722,-0.0580642,-0.012536536,0.02771156,0.043489244,-0.0437153,-0.09027172,0.10358585,0.12723391,0.18365571,0.095373325,0.03260963,0.0040766243,-0.037952747,0.14058743,0.09036189,0.049007867,0.11341957,-0.10341446,-0.016021311,-0.14767171,0.045538027,-0.17370795,0.0040959246,-0.043434225,-0.016762238,0.14757593,0.07922514,0.031865988,0.107680246,-0.04285691,-0.14751942,0.03698619,-0.13795228,0.14289977,-0.016664172,-0.029395368,-0.008851681,-0.12123712,-0.07736977,-0.09930827,0.12752451,0.01680794,0.138846,0.11736541,0.01998926,-0.09165686,0.06763898,0.058732443,-0.058805812,0.10626477,-0.06386527,-0.009821081,0.010932321,0.0016959253,0.06465498,0.09369314,-0.09714473,-0.0808714,0.030250117
unless,0.014284146,-0.09202915,-0.11018881,-0.09630184,0.051986463,-0.09779755,-0.10859118,-0.020504443,0.04726554,-0.09292446,0.052653816,-0.12413853,-0.17432927,-0.09849341,-0.02859215,-0.033924166,-0.028348636,-0.19828264,-0.1202573,0.033616096,-0.09212579,-0.018192956,0.13425872,-0.14659198,-0.032679897,-0.100803964,-0.17378086,-0.10148857,0.057508934,0.020468544,-0.073658265,-0.005173168,0.046391536,0.023921512,0.1187655,0.07519234,-0.11297332,-0.05089904,0.028659414,-0.116733916,0.07413004,-0.039951142,0.11885978,0.13443351,0.17521313,0.019004136,-0.023782969,-0.14021477,-0.047163498,0.074265875,0.0051307795,-0.0708227,0.17351325,-0.07793342,0.022336105,-0.009441586,0.09281875,0.009293811,-0.043620706,-0.051311895,-0.13672403,0.083150506,0.07758947,0.002860723,-0.13587932,-0.05103658,-0.00021785405,0.128109,-0.1484999,0.14632624,0.06832707,-0.029343124,0.11576235,0.19070515,0.0855551,0.056879833,-0.1304042,-0.106795765,-0.18792379,-0.06782748,-0.111669004,0.06725278,-0.037611652,0.106890574,-0.114777684,0.06911759,0.054815073,-0.0771509,0.0058482033,0.042192265,0.02027126,0.033493318,-0.25541046,-0.031558108,0.13361637,0.17024171,0.04199199,-0.1221128,-0.24068731,-0.095902406
work,-0.15807037,0.11097378,0.082328394,-0.050008666,0.07230321,-0.0913807,-0.14328693,0.23577623,-0.026513644,0.010800417,0.026806004,-0.029900452,-0.18578593,0.05681183,0.028415658,-0.123281255,-0.008963941,-0.13881244,-0.05888836,-0.06560576,0.060937002,-0.011727167,0.13369723,-0.12574999,-0.0025692165,-0.09915736,-0.10203977,0.009190066,-0.056796502,0.004396324,0.0061104954,-0.0019761454,0.07668558,-0.08483937,0.06192761,-0.04304749,-0.0039572124,-0.03847094,-0.0018551889,-0.11232733,-0.15851218,0.06542536,-0.029962916,0.17244051,0.06612948,-0.18536499,0.07102454,0.07251995,0.1693769,0.014538816,0.0016515503,0.1024821,0.11089018,0.050009575,0.0060418495,0.043197155,0.07092858,0.11901052,-0.0012773299,-0.046011597,-0.11007695,0.019989604,-0.09706212,0.12578474,-0.19114667,-0.019441132,0.043955173,0.0941277,-0.21494798,0.22584677,-0.15334356,-0.023278173,0.007936742,-0.11438767,0.048916057,-0.021766583,0.039317913,-0.1347158,-0.20994285,-0.04738288,-0.13089895,-0.014935574,-0.00060310896,0.21535513,-0.11390444,-0.028894061,0.057530932,0.21281856,0.12200367,0.10303894,0.041622564,-0.07010352,-0.14060093,0.011987483,0.1425621,0.05220602,0.01938203,-0.025605926,-0.07705443,0.053763792
necessarily,-0.1452954,-0.08748663,-0.03308538,0.2294025,0.05351015,-0.027876679,-0.1573227,0.16570254,-0.07871367,0.0015770462,-0.004417026,-0.057384692,-0.023121538,0.03831655,0.048575718,-0.15171617,-0.012959273,-0.19876243,0.16111746,-0.12598324,0.059825454,0.041955665,0.13238654,-0.036138043,0.21043171,-0.07106921,-0.0605613,0.048191797,-0.120850064,0.07974704,0.09152295,-0.019811023,0.05417788,-0.021511959,0.052720983,0.10330104,-0.04540079,0.02697631,0.048866566,-0.04900581,-0.088462725,-0.042666547,0.036609385,0.20457071,-0.097692855,0.0026376056,-0.023044843,0.0034773948,0.054411873,0.040576424,0.123002395,0.048418354,0.053208426,-0.020612555,-0.010020752,0.0016316188,-0.056436483,0.032928415,-0.13924737,0.00018085804,-0.0997563,0.25146922,0.019259922,-0.009018023,-0.23073415,0.016972635,-0.11970228,0.11123456,-0.19703503,0.08044288,0.035502482,0.12619974,0.04487065,-0.084758565,0.089734614,-0.16934109,0.08591487,0.06499857,-0.016182218,0.043947224,-0.21235704,-0.119002774,-0.018826405,0.30570817,-0.0134998495,0.04430491,0.023516363,0.030359043,0.11183597,0.08020762,0.06605513,-0.011838295,-0.086617716,0.037871182,0.16665854,0.03548866,0.03810066,-0.036169827,-0.015296124,0.020365415
crime,-0.03969692,-0.106736585,0.1741916,0.09461452,0.034164347,-0.056260567,0.025734713,0.14145707,-0.041240823,-0.030004641,0.02404514,-0.09966238,-0.1764343,0.10078513,0.07486849,-0.04444674,-0.044510566,-0.14359261,-0.0113471,-0.02245321,0.13073845,0.12929694,0.15310903,-0.25492203,0.06614849,-0.04864279,-0.08779778,-0.014157907,-0.06664715,-0.10695097,0.03143366,0.13918908,0.07012929,-0.06971397,0.1394307,0.0452053,-0.13800469,-0.117446,-0.021086324,-0.19270407,-0.019618062,0.047582384,0.05682914,0.07282408,0.043391213,-0.0738974,-0.10600519,-0.05849673,0.16154654,-0.096582286,-0.019908272,0.0745844,0.1298584,-0.06996171,-0.042367414,0.014548079,0.032235425,0.062177222,-0.029173283,-0.013329473,0.008534702,0.12878059,-0.03232171,-0.005521991,-0.18445866,-0.046342928,-0.013477726,0.12483354,-0.3262014,0.076029204,-0.00045694306,0.15802579,0.0035242029,0.0897373,-0.037957653,-0.017285585,0.17602086,-0.031224273,-0.15912656,0.068938635,-0.08971138,-0.012194968,-0.10652327,0.18141913,-0.2122489,0.12956646,0.16134122,-0.045579754,0.0407709,0.04928706,0.027133325,-0.051581167,-0.09423054,0.0027428926,-0.10059661,0.055284645,-0.072058305,-0.03896149,-0.033145703,0.0032862246
immediately,-0.13621965,0.20886737,-0.008896019,-0.120543845,0.10472257,-0.09636457,-0.18560831,0.21840277,-0.06025264,0.01412384,-0.05229102,-0.120509855,0.018770816,0.008494702,0.07046179,-0.109947294,0.051214024,-0.13335459,-0.0045778346,-0.1950366,-0.06646523,-0.06829321,-0.03876652,0.03764859,-0.13938738,0.026495922,-0.1582323,-0.13826065,-0.06639217,0.036292884,0.001455112,-0.077862635,-0.028572934,-0.12157064,-0.09184553,0.03729715,0.044423927,0.063165314,-0.066425964,0.004305949,0.002434892,-0.047609333,0.015722338,0.1500136,-0.018996414,-0.07786923,-0.041484922,0.036455438,0.027651602,0.17981213,-0.022399794,-0.106639646,-0.029371537,0.027475249,-0.008047112,-0.0017276987,0.09473333,-0.005225187,-0.11509364,0.0057510245,-0.12755299,-0.0129351625,-0.030414473,-0.0033618635,-0.05167214,-0.007086657,0.12266874,0.07811578,0.029382274,0.19758295,-0.09042016,-0.09369987,0.0028358565,-0.08557919,0.19417183,0.004030313,-0.12708099,-0.005683473,-0.071702614,-0.08469268,-0.12934712,0.102661856,-0.055157844,0.09459218,-0.078161605,-0.09170222,-0.09767677,0.1979441,0.18416695,0.13481201,0.12313076,-0.05074227,-0.11302949,-0.059833124,0.26901984,0.07985417,0.084835716,-0.11614525,-0.19040363,0.020599706
doing,-0.0051852083,0.006824368,0.115543276,-0.032717418,0.056123156,-0.17056909,-0.14271046,0.17712776,-0.05832308,0.01290162,-0.03070834,-0.1531069,-0.051907685,-0.040035106,0.13724871,0.03838475,0.05808406,-0.28344077,-0.048460823,-0.16014403,-0.06455448,0.024792852,0.16820386,-0.14456503,-0.09216817,0.08408398,-0.21609287,-0.18689653,0.047839887,-0.011810456,-0.06447554,0.033656597,0.0658555,-0.102341354,-0.027445026,0.096390076,-0.025120573,-0.11607329,-0.17007925,-0.060157612,0.0055088177,0.14060591,0.2213806,0.13309044,0.043266967,-0.03647446,-0.1039118,-0.07373379,0.009923568,0.07035313,-0.10109334,-0.07932035,0.030760532,-0.0014199723,-0.049543943,-0.058963813,0.04540911,-0.060710635,-0.05002318,-0.05891564,-0.19689843,0.053644072,0.062153436,0.08177346,-0.08512922,0.038848434,-0.054108854,0.07228615,-0.14329527,0.1554981,-0.07250092,0.087226376,0.030490195,0.09926967,0.11101283,0.05965824,0.018769257,-0.083565004,-0.13070153,-0.034224946,-0.074102245,0.042423323,-0.102396786,0.08530756,-0.12376138,0.031472284,-0.06929034,0.027623521,0.023149172,0.11353409,0.06413878,0.023589386,-0.263026,-0.09074662,0.13525985,0.07902705,-0.0057932814,-0.022601355,-0.10529078,-0.056533553
pope,-0.012266405,0.016034529,0.06979246,0.011350124,0.09938802,0.04817385,-0.14630982,0.21903932,-0.0005145195,-0.035613023,0.0044799065,-0.08871171,-0.12604299,0.13045876,0.03371546,-0.0986141,-0.0099463165,-0.20364527,0.08185612,-0.13599883,0.003913149,-0.051800594,0.14300327,-0.106498875,-0.06975604,-0.094661295,-0.075093724,-0.07822841,-8.40366e-05,-0.0340741,0.0020186973,0.07664445,0.098003455,-0.1434817,0.043539587,-0.14627385,-0.14185035,-0.06320647,0.05571994,-0.121253975,0.07835623,0.07600657,0.042109318,0.051176377,0.044667535,-0.010658275,-0.1610507,0.017541349,0.117578834,-0.027303616,-0.0700118,0.07590005,0.14943892,0.005784109,0.06130651,-0.16913806,-0.019918574,0.08601446,-0.048484534,-0.058445282,-0.07766756,0.12396268,0.028208679,0.14682591,-0.133495,-0.13309516,0.07048195,0.06645926,-0.2772746,0.083656095,-0.10334644,0.055987217,-0.023796327,-0.13012858,0.07281876,-0.1293319,0.09606724,-0.0028367615,-0.12032256,-0.055552587,-0.056759536,-0.043871675,-0.14166279,0.15996704,-0.2102596,-0.02127022,0.12228682,0.06924919,0.11775372,0.18764232,-0.048717808,-0.068941034,-0.13617972,0.0175902,-0.090033375,0.041897293,-0.05885648,0.055441752,0.03177493,0.17952147
warre,-0.088442415,0.002840964,0.23515648,0.0446949,0.049884383,-0.022479916,-0.17686522,0.16733347,-0.12671503,-0.09539567,0.03817414,-0.07973041,-0.063505284,0.14451972,0.11995283,-0.09277141,0.16828635,-0.14793247,0.04058548,-0.08411466,0.06167118,0.029798945,0.030473053,-0.03752363,0.0026314575,-0.047105152,-0.036897313,0.11517189,-0.09144824,-0.078434214,0.001457688,0.11558019,-0.16513704,-0.2536056,0.07152197,-0.058592565,-0.08514977,-0.14144887,-0.009878457,-0.16845585,-0.05948673,0.14274582,0.04004177,0.1306446,-0.018656496,-0.05587323,-0.2178002,-0.032651514,0.20890312,-0.0540973,-0.088556565,0.040605824,0.059426166,-0.010494457,0.046438012,-0.06648233,0.10386588,0.086869754,-0.053667545,-0.03923305,-0.09909629,0.095558226,-0.040714886,0.101170845,-0.06430354,0.013862282,-0.020773573,0.00892953,-0.14485201,0.07889989,-0.03383561,0.15160003,-0.10085159,-0.12280472,0.01164956,-0.04830546,0.061022002,-0.026045868,-0.0956066,-0.09011882,-0.071813695,0.00019161173,-0.11527813,0.10549651,-0.16475222,-0.012160653,0.10454203,0.06952523,0.20636481,0.21080755,0.0007189692,0.0057748654,-0.17366664,-0.023645839,-0.06285831,-0.007516741,-0.033956155,-0.047188193,0.061670247,0.059756096
benefit,-0.03537267,0.025435071,0.081369855,-0.047870636,0.14079231,-0.13080652,-0.056487296,0.25144866,0.010331871,-0.06727259,-0.08911145,-0.15773813,-0.10582285,0.066815324,0.1778266,-0.00064814184,-0.064403415,-0.2411807,0.032801818,0.0017295604,0.07763984,0.00833355,-0.015739832,-0.072645694,-0.021958586,0.004944666,-0.14006224,-0.10042967,0.04683611,-0.06315174,0.007833989,0.09722772,-0.0064331032,-0.15795714,0.014556768,0.0223431,-0.048565757,-0.028389296,-0.14270999,-0.056858387,-0.07977277,0.16475685,0.110018715,0.12651262,-0.012628648,-0.043452937,-0.1151076,-0.03217624,0.17374316,0.018588293,-0.067768,-0.002328049,0.05211723,0.022810655,-0.0076147183,0.012846719,0.12143227,0.020119557,-0.0059701167,-0.11666974,-0.22731495,0.09916633,-0.03456152,0.038159378,-0.07206174,-0.011834018,0.07749914,0.07518018,-0.15978971,0.12200891,-0.056626227,0.0181746,-0.021553043,0.046400897,0.045741294,-0.037282053,0.16497256,0.0013989354,-0.2306215,0.079447106,-0.089085996,0.10568249,0.0042679925,0.051678807,-0.17122597,0.007161094,0.019301066,0.19969049,0.15271123,0.20439583,0.1721928,0.043804735,-0.21245144,-0.0973452,0.06406694,0.106179066,-0.032546427,-0.017090073,-0.04354396,0.055973075
eternal,-0.093600735,-0.09243209,0.045254976,0.07797905,0.012424906,0.041559927,-0.0947232,0.035489712,0.025283402,0.08191548,0.045772623,-0.017795213,-0.16489005,0.012117652,-0.08313745,-0.10954758,0.038104746,-0.15082304,0.009986969,-0.06492518,0.12944229,0.05625184,0.27082223,-0.1594435,0.051410407,-0.08334694,-0.09979793,-0.02510929,-0.04675945,0.007901544,0.07577304,-0.008862757,0.077324785,-0.06496218,0.12600602,0.07286084,-0.059047736,-0.018550687,0.023344714,-0.153533,-0.03680342,-0.14850585,0.09465141,0.18171191,0.028510278,-0.109279044,-0.01242148,-0.12966226,0.123941235,-0.026212137,0.059337232,-0.0215069,0.11899429,-0.098538764,-0.05031284,0.00444988,0.067117006,0.10260333,-0.079180434,-0.038609304,-0.025217336,0.06212935,0.01019155,0.0438291,-0.24148726,-0.06983679,-0.10642918,0.2520585,-0.20372878,0.17123275,-0.031739824,0.03223317,0.092261724,0.105807036,0.112162344,-0.13746904,0.016135328,-0.041328795,-0.12034436,-0.036427505,-0.145342,-0.14125082,-0.07751139,0.23311622,-0.099136606,0.025876136,0.076720744,-0.019605786,0.07762376,0.03815763,0.03664334,-0.1197142,-0.117650986,-0.031303976,0.0720868,0.1546632,0.12099598,-0.07066867,-0.12182857,-0.033614796
hard,-0.12650499,0.03737362,-0.046282858,0.19242826,0.025489448,-0.15552351,-0.009967121,0.10719161,0.08074384,-0.05566804,0.080148816,-0.076757915,-0.018064002,0.01967004,0.0229608,-0.14857022,0.038617045,-0.05460466,0.08040112,-0.09928064,-0.044582956,-0.017920217,0.20773083,-0.07621565,-0.0056563835,0.1287887,-0.09106891,-0.048948117,0.026593694,-0.049649388,0.043565117,-0.033135593,0.053450137,0.1308777,0.028823143,0.1118283,0.07547224,-0.095670246,0.0035801502,-0.056315776,0.06834722,-0.090432666,0.19089681,0.09916236,-0.07541591,-0.062296644,0.030374205,-0.10594263,-0.0034211476,-0.07756777,0.030311571,-0.0020237255,-0.03276954,-0.051794942,-0.05330266,7.90404e-05,-0.08010921,-0.13222432,-0.11008204,-0.043415807,0.025127433,0.031401437,0.16027454,0.06259191,-0.12193682,-0.04068155,-0.07805444,0.2517127,-0.26317182,0.11314354,0.017000144,0.065177634,0.23757017,0.10295725,0.17236955,-0.0032421718,-0.017259926,0.008665338,-0.04632609,0.0011779314,-0.16908796,-0.0868202,0.0029993942,0.20403586,0.06376972,-0.086894296,0.08223514,0.0013976687,-0.06270448,-0.070631094,0.05628071,-0.008149541,-0.021068798,0.058645513,0.30284634,0.107353196,0.001339286,0.06327915,-0.21736066,-0.05300176
future,-0.11831798,0.116219096,0.16384646,0.012646051,0.057788134,-0.13130592,-0.050079547,0.26409763,-0.084475696,-0.04816261,-0.06795007,-0.024567898,-0.10316416,0.072590224,0.060448043,-0.04107918,0.1955151,0.014296374,-0.049078368,-0.17507954,0.15629992,-0.09280843,0.17399867,-0.13253,-0.053740587,-0.090322845,-0.18563846,-0.008884873,0.0005678829,0.023858568,0.097982466,-0.044263802,-0.009237791,-0.08519428,-0.013158196,0.036308736,0.059171204,-0.031714365,-0.025510643,-0.1251878,-0.059103273,0.004665101,-0.0030453757,0.19366847,0.020258594,-0.11250423,-0.024843268,-0.06537006,0.15174182,-0.0022740557,-0.061185505,-0.050644375,0.11604458,-0.010042779,-0.022329371,0.046666946,0.08788985,-0.02479216,-0.017864155,-0.057184156,-0.13323669,-0.059035514,-0.09530383,0.083909325,-0.1250186,0.10321632,-0.05225674,0.14825366,-0.06549396,0.092930794,-0.19124517,-0.016278816,0.08414472,-0.027037298,0.1784399,-0.01969345,0.053952657,-0.106255285,-0.12288742,-0.07531382,-0.056050237,-0.073960036,0.046944898,0.31315118,-0.02544422,-0.074454494,0.037775572,0.038638953,0.12530564,0.11547463,0.06846079,-0.045388483,-0.14730728,-0.073107556,0.21145411,0.13911274,0.006584283,-0.005316779,0.044966474,-0.018857583
creatures,-0.101916224,0.04352888,-0.0016975517,-0.07463698,0.049472403,-0.10903378,-0.07961893,0.25885573,-0.17421247,-0.08317722,-0.011794124,-0.08402656,-0.16816956,0.03741462,0.19302109,-0.13580646,0.01705648,-0.025882227,0.13052642,-0.12582314,0.100236125,0.026248416,0.051416814,0.062422886,0.09830421,-0.0042472524,-0.031028483,0.14228477,-0.15011865,0.11311765,0.035370946,-0.14474645,0.047340587,-0.06208972,-0.018144555,0.12521394,0.047354333,0.032233242,0.06335707,-0.06765586,-0.3315451,-0.03691752,-0.04250714,-0.031290386,0.001684343,-0.06395827,-0.045937024,0.07895398,0.08824097,0.08116312,0.11037241,0.071054846,0.045632888,-0.0039413325,0.12719378,0.0064743767,0.06220277,-0.027408598,-0.03623478,0.10111801,-0.095637634,0.058583923,-0.18764885,-0.013970388,-0.029988827,0.18249872,0.029014947,0.10632587,-0.03735469,0.053710096,-0.012196837,0.03115996,0.053099997,-0.06393292,-0.028521866,-0.00520959,0.1097969,0.05048108,-0.12937929,-0.11436444,-0.05979023,-0.00730783,0.007324009,0.2968711,0.13658126,0.119636126,-0.072268486,0.10570903,0.1365194,-0.06696362,0.11329429,-0.047383983,-0.038877133,-0.042749327,0.100119464,-0.008112553,0.07314443,-0.17210253,0.114079736,-0.07627106
beleeve,-0.064066865,0.025852611,-0.1037758,0.033931807,0.10233256,-0.11351442,-0.13864566,0.12934443,0.14608209,-0.06524102,0.10757887,-0.106071725,-0.026557973,0.030618945,-0.020050082,-0.10718505,-0.09129937,-0.16637272,0.14827731,-0.10945733,-0.10983116,-0.061757125,0.110859774,-0.08025162,-0.046479095,0.070597924,-0.00613593,-0.13966003,0.0581173,-0.039230365,0.02760598,-0.037502375,0.1110727,0.028568543,-0.028642325,-0.018354548,0.03359844,0.03610509,-0.031190392,0.016333068,0.21422933,-0.007717239,0.14927632,0.18619536,-0.13987614,-0.0961707,-0.009196997,0.00078534003,0.009011228,0.051019523,0.05482718,0.013141344,-0.0017047658,0.018393567,-0.055883322,-0.023592073,-0.08701579,-0.086989,-0.11082209,-0.06347278,-0.03486182,0.15188967,0.12363442,0.09141042,-0.08263758,-0.0724781,0.04397502,0.13790087,-0.27036932,0.1774528,0.09409458,0.054408982,0.1633239,0.0553391,0.16923964,-0.07878996,-0.042339243,0.0077075767,-0.114168756,0.035030138,-0.22290294,0.008233132,-0.09554556,-0.0071721557,-0.14513148,-0.05420248,0.054080945,0.092965975,0.049095463,0.06481323,0.11803285,0.07799902,-0.10073992,0.023378626,0.21667005,0.10016661,-0.07044622,0.0298936,-0.23537622,0.066590324
wholly,-0.2017282,0.099948846,0.19679256,-0.06514943,0.10135485,-0.06902864,-0.112462275,0.24779461,-0.12893885,0.04444061,-0.0861068,-0.06921516,-0.14904517,0.0891727,0.14115514,-0.059526477,0.08652836,-0.037788775,-0.12143188,-0.19340108,0.039358463,0.060755674,0.11958605,-0.018097755,-0.059393633,-0.034785885,-0.16377056,-0.09250513,-0.15243916,0.005388943,0.0016966888,0.019639468,-0.04612939,-0.2107644,-0.04709628,0.08761431,-0.0013654656,-0.01702125,-0.037621967,-0.08990446,-0.10564598,0.01568164,0.0005786311,0.17661116,0.035219416,-0.037508048,-0.13832504,0.0039240224,0.18436937,0.04559878,-0.110306315,-0.076851994,0.05515409,-0.008283144,0.021718075,0.007706976,0.16274431,0.032932915,-0.06463915,-0.003233499,-0.13699295,0.0047594523,-0.16110966,-0.008625473,-0.09881095,-0.015705382,0.004930147,0.083457984,-0.06925087,0.17671289,-0.1563829,-0.010913547,-0.06500934,-0.039050918,0.07966745,-0.0040953737,0.08628442,-0.053475793,-0.12722647,-0.102898136,0.023175603,0.0013089936,-0.027630977,0.18476631,-0.08419424,-0.011613255,-0.017476272,0.12533183,0.19140346,0.12564428,0.027146967,-0.111496314,-0.14468755,-0.057000466,0.08639793,0.07795711,0.0750618,-0.1582447,0.060169987,-0.005977341
advantage,-0.096539624,0.04502215,0.19778538,-0.023688441,0.040550012,-0.11393486,-0.08628097,0.2906885,-0.051915545,-0.023286909,-0.068010084,-0.03206471,-0.10993346,0.12065131,0.09798973,-0.06514184,0.035818662,-0.1616571,0.014644099,-0.07988654,0.094997086,0.03770109,0.04555825,-0.048420135,-0.056302223,0.0009955758,-0.12256061,-0.040904943,-0.1259149,-0.019673103,0.01742114,0.09379151,-0.045129247,-0.24923152,-0.0068155057,-0.052890647,-0.12746856,-0.1084557,-0.10129026,-0.10520521,-0.06151641,0.022493748,-0.09011084,0.06578376,0.055670004,-0.055836033,-0.14354163,-0.087435514,0.26170868,-0.047708277,-0.12508924,0.0074855057,0.065578066,0.07098825,0.0076985387,-0.10060221,0.14960629,0.020046005,-0.037386306,-0.0571273,-0.09585042,0.005652705,-0.12553085,0.012957531,-0.09673887,-0.051083658,0.11599167,0.016606646,-0.15453018,0.08200935,-0.11470642,0.0670444,-0.0748343,-0.03903263,0.057082754,-0.038168974,0.123103075,-0.019519027,-0.12914462,0.008931273,0.005000292,0.052892063,-0.009661202,0.14186838,-0.21530083,-0.07741771,-0.0019738313,0.15709159,0.20734943,0.23187353,0.09940981,-0.07149443,-0.12303145,-0.10801786,-0.0007445525,0.0791984,0.006357152,-0.062851876,0.01851857,0.07412673
princes,-0.10698376,-0.030308025,-0.032384582,-0.010200655,0.16530222,-0.09543829,-0.20370619,0.30769998,-0.06513527,-0.19461244,-0.040578783,-0.16706732,-0.07747404,0.0697232,0.21942803,-0.1302092,-0.04531933,-0.16617563,0.16245139,0.07384924,-0.008647877,-0.082028754,-0.090028815,0.16250229,0.04499697,-0.03964861,-0.055820722,0.021180583,0.015400575,0.047581434,0.03390057,-0.07811913,-0.07537741,-0.1187021,-0.016815277,0.0627639,-0.026070189,0.033828195,0.0043608537,-0.05043608,-0.11126177,0.05199781,-0.022574607,0.102478825,-0.07007466,0.09210994,-0.21187113,0.016899355,0.17501274,0.052966293,0.10386302,-0.048996992,0.061044972,0.026560074,0.11185615,0.025628733,0.091122,-0.052683506,-0.030131662,-0.0955908,-0.21713215,0.183697,-0.07372697,0.02497844,0.014782347,0.1009679,0.10707848,0.044623733,-0.057237864,0.02658637,0.022062963,-0.036739122,0.07007822,-0.056056373,0.06620957,-0.054017544,0.063475944,0.06616553,-0.15298639,0.0014825462,-0.060773224,0.04644879,0.028659811,0.048223857,-0.034705073,-0.04912702,-0.051797207,0.14807299,0.20885576,0.12358803,0.13983032,0.094150804,-0.12970452,0.029694844,0.12392498,0.06239764,-0.013764873,-0.12524001,-0.023873461,0.079700604
testament,-0.087772585,0.12453406,-0.0076604164,0.020041,0.04179523,-0.027965924,-0.112352766,0.19751203,-0.11631783,-0.1128433,0.14196138,-0.08236781,-0.13060232,0.17335181,-0.07927113,-0.15244412,0.058831427,0.0010207661,-0.018515483,-0.16015223,0.1044051,-0.18162799,0.09294747,-0.062773675,-0.040802725,-0.15400475,-0.09050854,0.044788603,-0.029538192,-0.0048777577,0.033202518,-0.018816689,0.016629243,-0.09246191,0.098765686,-0.04468032,0.030529605,0.035013385,0.17480475,-0.17545515,0.05227783,-0.19386585,-0.10478202,0.13531935,0.043807577,-0.11763219,-0.07263679,0.17122264,0.03733471,0.052209776,-0.00048070762,0.05757277,0.13742582,-0.0074204896,0.13414048,-0.033655934,-0.057857588,0.0917776,-0.14058378,0.084568255,0.10587086,-0.043776628,-0.09419685,0.10681589,-0.09587062,0.045259953,0.120816775,0.19978741,-0.08408899,0.12315799,-0.09691443,-0.0167752,0.03695197,-0.20452377,0.21694425,-0.06930243,-0.030447688,0.0074688056,-0.058396485,-0.15785845,0.015380031,-0.12232871,-0.0505303,0.1656857,-0.0074300254,-0.03924699,0.14098693,0.056593563,0.13214688,0.018930681,-0.01641903,-0.0034521115,0.018984381,0.12082548,0.034570172,0.039249513,-0.020107448,-0.088961884,0.10397116,0.0005715365
universal,-0.17642735,0.041898087,-0.062040746,0.037656337,0.041013617,-0.19709955,0.02564199,0.22479069,0.016645815,-0.09776946,-0.028587217,-0.10002142,-0.1795596,-0.017170344,0.18722488,-0.07978538,-0.0132575445,-0.06466852,0.050648212,-0.10863356,0.10354293,0.03224731,-0.014369459,0.005575554,0.009385831,0.051864993,-0.12141111,-0.067841,-0.10376519,0.019544488,0.071869925,-0.11010416,0.057415526,0.07273197,-0.031787004,0.22152609,0.05932448,0.086702086,0.02664617,-0.059082024,-0.15314125,-0.115041845,0.019341638,0.107433185,-0.0018201373,-0.04844121,0.054775022,0.003144908,0.11387785,0.073394254,0.16440398,-0.045386877,0.06451858,-0.0529056,-0.012370791,0.20439488,-0.015257653,-0.054705605,-0.02755227,-0.022805534,-0.04571891,0.05678211,-0.11956261,-0.07266077,-0.078280285,0.079781376,-0.0697395,0.22548373,-0.02907624,0.05787192,0.04302039,-0.077364475,0.19214107,0.1068547,0.06890438,0.013898444,0.07860713,0.032276448,-0.09450478,0.04586393,-0.08098117,0.06472559,0.036840044,0.25230384,0.14840277,0.0591509,0.023405476,0.043876823,0.032848917,-0.1452602,0.17775801,0.0136688985,-0.004029209,0.0122323055,0.24816409,0.11630148,0.093159795,-0.17603841,-0.06302005,-0.11061954
