term_str,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
produce,-0.043825194,0.034231745,-0.04470626,-0.105596796,0.0706367,-0.018515322,0.044647306,0.08975662,-0.15422086,0.06566877,-0.13908242,-0.06307588,-0.06704626,-0.021576606,0.045318056,0.01606178,-0.009178377,-0.0656323,-0.07170546,-0.2933129,0.033785805,0.036109395,0.049095087,-0.112925805,0.02027347,-0.09554602,-0.066744514,-0.12928991,-0.20891248,0.14255345,0.17957358,-0.06768625,0.021742068,-0.11188022,-0.041271422,0.18680428,-0.0041806046,0.17195712,-0.07329208,0.0869649,-0.06860871,0.0010553122,0.0021401912,0.25155315,0.040600035,0.06525976,0.12702681,0.009318002,-0.05445989,0.16040878,0.040728,-0.09322966,-0.04877277,-0.05399953,-0.070892,0.056255702,0.107222944,0.036667198,-0.056196187,0.08076977,-0.15902598,0.1178209,-0.18437545,-0.14318563,-0.055863522,-0.0051606083,-0.086779,0.028643541,-0.029721962,0.032719556,-0.050600473,0.021584889,-0.033623055,0.10264566,0.021145478,-0.05664121,0.0029910249,-0.009000968,-0.038813584,0.110421,-0.12382452,0.06965608,-0.014894914,0.17865522,-0.03323983,0.104286805,-0.13248254,0.065772526,0.13582931,-0.023352792,0.018771512,-0.047364414,-0.0757837,-0.14756349,0.19882083,0.05462597,0.16330229,-0.25272328,0.010148725,0.004067091
mens,-0.101719104,0.09007453,0.13013384,-0.052762277,-0.04672157,-0.12398039,-0.03473903,0.19311318,-0.0717377,-0.06972051,-0.09483093,-0.036369182,-0.0024640178,0.0045108893,0.2911578,0.011153595,0.10605928,0.0037955146,0.042640254,-0.057992335,0.0814581,-0.009134242,-0.17975721,0.11108981,-0.011000578,0.11970195,-0.0790266,0.059923563,-0.013986964,0.1220556,0.0168071,-0.16947055,-0.123847544,-0.10505777,-0.076982446,0.14305666,0.13925126,0.04872286,-0.0424245,-0.027465077,-0.29335535,0.0701676,-0.047565766,-0.035804648,-0.05973487,-0.09217236,-0.08071419,0.064758345,0.11316363,0.09093538,0.050966963,-0.018002454,-0.0655922,0.017367203,0.08391244,0.16231687,0.12801664,0.0043421304,-0.014282847,0.027452296,-0.20487627,-0.023201544,-0.22656776,-0.017668517,0.077748396,0.18904354,0.005624507,-0.043268513,0.16550927,0.022977795,-0.06912249,-0.042418774,-0.032959584,-0.15832293,0.04600548,0.03877936,0.09514819,0.04044471,-0.07874019,-0.003447857,-0.0046367017,0.013504017,0.13272192,0.16863236,0.12908109,0.0150525095,-0.18541892,0.14460488,0.0775506,0.0010723625,0.08933806,-0.0006066774,-0.036813546,-0.02368261,0.14430502,0.04234887,0.050996788,-0.07479876,0.078433804,-0.016016837
country,-0.011506245,-0.0016550664,0.09253849,-0.038282022,0.11974378,-0.09820926,-0.113070115,0.21241482,-0.03559135,-0.08665684,0.05202193,-0.015608892,-0.13629927,0.10350952,0.011637431,-0.106456704,-0.086369544,-0.21744917,-0.033605456,0.16590865,0.05628494,-0.0055822753,-0.03212007,-0.05195943,0.017409503,-0.12344406,-0.06249109,0.023052199,0.015058059,-0.11204629,-0.053431515,0.055468064,0.027858417,-0.15076426,0.084803864,-0.11913359,-0.12564628,-0.008631773,-0.05837686,-0.06760123,-0.020112798,0.09447685,-0.09973079,0.141788,0.0005172717,-0.04495237,-0.11147461,-0.031375296,0.26464027,-0.010369951,-0.04873519,0.11293989,0.08304948,0.08727091,0.053798303,-0.03837104,0.13113989,0.09807062,0.0037040783,-0.15206431,-0.1352664,0.103133895,-0.04689825,0.07858712,-0.11658785,-0.017154837,0.20508286,-0.09970626,-0.19284463,0.06890195,-0.084400855,0.042926457,-0.03520608,-0.06317695,0.08477248,0.001156076,0.07181117,-0.08854518,-0.19767545,0.023285102,-0.04783302,0.08561174,0.0029799615,-0.04318047,-0.26112148,-0.041348606,0.028442487,0.16137812,0.10459076,0.24836387,0.054199863,0.061533324,-0.09795751,0.0226169,-0.11141536,0.016861936,-0.08161004,0.029668072,-0.06586754,0.085979365
relation,-0.046317816,0.041263044,0.058335617,-0.08035849,0.048130102,-0.019326081,0.06757669,0.13281904,-0.039103396,-0.055950865,-0.07909336,-0.04862214,-0.20051782,0.11722412,-0.02043266,-0.073236525,0.085468106,-0.006755812,0.027309632,-0.24516107,0.048403356,0.05014164,0.07694861,-0.0065277377,0.13139547,-0.14362623,0.004027373,0.06679002,-0.25845918,0.0630501,-5.9911115e-05,0.18731008,-0.10795593,-0.1998401,0.04775054,-0.011595816,-0.096023604,-0.2254438,0.060102668,-0.22305986,-0.09361731,0.020226479,-0.048994653,0.004565634,0.15350193,0.060545206,-0.0091161085,0.009179697,0.0626904,-0.055245716,0.011126859,0.06490315,0.1274824,-0.06387162,0.055883165,-0.09843879,0.06659594,-0.047336854,-0.049581233,0.07400475,0.0010071056,-0.00017054133,-0.08638739,-0.04138554,-0.0509396,-0.0005402468,-0.08620391,0.08557928,-0.132514,-0.040465206,-0.038805045,0.05298653,-0.021778338,0.01725848,-0.21612667,-0.077443205,0.07751107,-0.01763577,-0.047427688,-0.04608903,-0.011142291,0.0555031,-0.11257794,0.31805435,-0.012482939,0.13203333,0.24702169,-0.006268277,0.16541559,0.017578198,0.077873856,0.007979591,0.0010620805,-0.01572616,0.18441477,0.106906764,-0.0022570482,-0.0675788,0.012267742,0.0393151
understood,-0.058428828,-0.029241573,-0.009321523,0.085378416,-0.016059369,0.018910252,-0.11362447,0.0010890656,0.07127596,-0.06682529,0.04369181,-0.051352985,0.0012942936,-0.10109825,0.032139376,-0.10883192,0.039858054,-0.021291588,0.030698026,0.031940423,-0.08641202,0.004532037,0.1979972,-0.053544123,0.017603911,0.014213057,-0.03765226,-0.063956335,0.1066726,0.011015743,-0.1395516,-0.06197365,0.17986071,0.12554067,0.115372196,0.012461919,0.11054069,-0.10283034,0.0412436,-0.1486814,0.048048325,0.018971289,0.2010013,0.0884991,-0.0969385,-0.14408411,-0.019594822,-0.087032735,-0.055024892,-0.003219123,0.027036272,0.029730089,0.097184345,-0.10549978,-0.045118358,0.054930836,-0.02886082,-0.048734576,0.026266055,-0.04882163,0.02548259,0.10666078,0.21111104,0.04414873,-0.13090207,-0.0015625205,-0.0409647,0.24510317,-0.14122662,0.12355745,0.07388246,0.11310796,0.17521715,0.10841851,0.116080664,0.053269587,-0.04805372,-0.04245168,-0.09745608,-0.090897836,-0.17312577,-0.05455152,0.056341674,0.15453264,-0.017666684,0.04060646,0.122874655,-0.027403567,-0.02710268,0.0068233754,0.0856143,0.03433099,-0.16129541,0.0451225,0.2185611,0.15222266,-0.08240526,0.12914951,-0.35653198,-0.03552584
question,0.030912759,-0.08716119,0.026842812,0.10697148,0.022313474,0.0022277099,-0.008748737,0.12952091,0.1125748,0.08973489,0.026278459,-0.024249507,-0.09401528,0.1280724,-0.1470527,-0.1120656,-0.041862085,-0.15061256,0.15774563,-0.13699809,0.14389598,-0.013307812,0.14118905,-0.08299343,0.07231986,0.001259712,0.074402474,-0.015543386,-0.013099008,-0.10820434,0.10366061,0.18182546,0.06074398,-0.08090885,0.08708148,-0.049767178,-0.05700439,-0.15432568,-0.06337912,-0.12985678,0.072887324,-0.034333397,0.11221884,0.0006546893,-0.048906337,-0.11872886,-0.06783142,-0.09878991,0.14301175,-0.0850666,0.005277917,0.052297045,-0.027077524,-0.037805084,-0.008612721,-0.12695546,-0.100570194,-0.03980751,-0.11803008,-0.061072696,0.05844828,0.015623662,0.108307615,0.0663992,-0.1521816,-0.08893244,-0.015761591,0.17862123,-0.26689687,0.07144499,-0.01574833,0.10591423,0.10277204,0.07422561,-0.012117506,-0.15159062,0.16213763,0.021533303,-0.083125085,0.078706026,-0.110204354,-0.08785989,-0.2348977,0.12057922,-0.18098642,-0.020629479,0.16772713,0.055919763,0.058675196,0.119652756,0.06544756,0.006681722,-0.0054855444,0.052931875,0.17794476,0.10295348,-0.056594368,0.03798868,-0.11047276,0.117192484
honour,-0.026117431,0.065512545,0.016833225,-0.09375194,0.10979075,-0.19703057,-0.13241518,0.27625486,0.054164827,-0.14101648,-0.017881172,-0.05622933,-0.081899166,-0.057613447,0.23178391,-0.033679347,-0.007999772,-0.17817402,0.09126634,-0.07408892,-0.06517539,-0.018782007,0.026381424,-0.0862954,-0.23068692,0.0902083,-0.041130666,-0.11027859,-0.014671318,-0.010978878,0.0014894701,-0.07863128,0.017539779,-0.08190189,-0.006620708,-0.08241683,-0.0028827633,-0.0025014319,-0.12004843,0.08209512,0.08644247,0.15409113,0.11472067,0.10490766,-0.0037257778,-0.10350721,-0.027897563,-0.08322659,0.0658013,0.006322439,-0.09402286,-0.030339075,0.02962875,0.07155258,-0.023077583,-0.030390663,0.098208405,-0.12978919,0.07647184,-0.015817279,-0.14955027,0.13331124,0.034213915,0.05406098,-0.0033339744,-0.10980621,0.067583755,0.052393734,-0.21194105,0.09797137,-0.015652454,0.059725538,0.09959483,0.05115297,0.03833046,0.039375987,-0.00021573904,-0.011056918,-0.19103824,-0.0653586,-0.11189929,0.22304727,0.0036747763,-0.009208587,-0.14461796,-0.04954206,-0.053501118,0.17487848,0.086289056,0.109921716,0.052256275,0.0599758,-0.24310896,-0.19254576,0.04410019,-0.014502824,-0.025960416,-0.091379784,-0.120887734,0.039252896
speak,0.029831784,0.03113264,-0.12112471,0.028519453,0.015158939,-0.23264526,-0.010197311,0.16979262,0.10297463,-0.01646068,0.05656302,-0.057485342,-0.03053659,0.05275838,-0.03505417,0.017120652,-0.12689428,-0.08495519,0.06499113,-0.24247472,-0.050192393,-0.049642306,0.029015297,-0.12959158,-0.063761644,0.08203673,0.05142584,-0.14772354,-0.072804876,-0.05012376,0.043241374,-0.04882471,0.118937396,0.08912553,0.0200188,0.036940154,0.09235625,0.026153231,-0.103991605,0.11515402,0.16299091,0.01889625,0.011551532,0.18369374,-0.117465675,-0.13571163,0.0436381,-0.0045561753,-0.019686496,0.09930994,-0.014002854,0.037121315,-0.039325975,0.10245946,0.007912511,0.028526364,-0.14441104,-0.16182025,-0.17119764,0.063158326,0.020834386,0.05807409,0.07058909,0.0066163056,-0.07047885,-0.057182793,0.1065344,-0.0019171778,-0.13659708,0.13435966,0.09083741,0.1410263,0.16006908,0.005152962,0.093202494,0.062350057,0.037432984,-0.046294436,-0.056265883,0.07370317,-0.21564144,0.08476253,-0.106998295,0.01134222,-0.1971345,-0.016543368,0.02389953,0.14125353,0.013081028,0.058085095,0.10155873,0.18813452,0.010024381,0.02869401,0.29909465,0.0553776,-0.15039387,-0.07175359,-0.1376459,0.072951205
christian,-0.07003211,-0.08293051,0.10388204,0.008930262,0.071475856,0.055187173,-0.1792068,0.13608688,0.02359887,-0.15038572,0.081857786,-0.09038085,-0.08065811,0.14815016,0.018169304,-0.116307765,0.056758936,-0.107674345,0.12694961,-0.050740775,-0.05577333,-0.092466936,0.14415465,-0.033523273,-0.014587818,-0.07675503,0.011785448,0.02893636,-0.025957348,-0.043837637,0.043855388,-0.01294663,-0.122875206,-0.19340286,0.09697995,-0.12419311,-0.12513886,-0.087123394,0.058951452,-0.061942205,0.1353548,0.023676747,-0.004339107,0.0762261,-0.09277488,0.027432231,-0.2614143,-0.064816855,0.15033583,-0.08161343,0.016376784,0.044241056,0.10770672,0.011633096,0.0601786,-0.15382163,0.07832469,0.015789513,-0.10596043,-0.05391558,-0.049912065,0.083147325,0.07976331,0.1265246,-0.0158969,-0.039102435,0.097548135,-0.0147460485,-0.27983975,0.01335378,0.04542037,0.16907498,0.0023475192,-0.08687485,0.060838543,-0.14180952,0.025755348,0.038326114,-0.077229366,-0.10259488,-0.14832018,-0.06277596,-0.11707514,0.0775922,-0.27000174,-0.052332014,0.15870515,-0.027574992,0.11209797,0.16487658,-0.03615808,-0.005613569,-0.1003386,0.09118456,-0.079663545,0.054949723,-0.087377004,0.03620615,-0.014174966,0.16181861
persons,-0.12183915,-0.041069914,0.050035547,-0.029448256,0.08484787,-0.021926215,-0.1533145,0.17614457,-0.19463433,-0.24962313,-0.025777806,-0.18049987,-0.053305704,0.09376042,0.23942174,-0.10802976,0.02105146,-0.032397363,0.118040904,0.017140295,-0.031085936,0.014742998,-0.13303311,0.17259729,0.14172423,-0.111805625,0.02191574,0.15509008,-0.12074402,0.092839524,-0.054690707,-0.009637125,-0.16197655,-0.13814731,0.029462008,0.09792752,0.014145566,-0.040766235,0.08907285,-0.13103044,-0.19242172,0.07470517,-0.04383159,0.0337073,-0.004836448,0.113613985,-0.18948731,0.14174128,0.065938674,0.04398577,0.120751984,0.07417519,0.07132559,-0.052200757,0.14377086,0.02666405,0.074871495,-0.01963523,0.01051839,0.05959256,-0.08892772,0.17024766,-0.123693,-0.001446619,0.059036065,0.19300562,0.02762039,-0.0019795753,-0.0459219,0.011337565,0.08992764,0.047029372,-0.038705442,-0.1368926,-0.10101648,0.0070276693,0.06579016,0.05256745,-0.057376057,-0.049259506,-0.014638259,0.034473732,-0.016457452,0.11427717,0.09351406,0.11672137,0.056325473,0.07480465,0.19275096,0.019354023,0.090687916,0.10851143,-0.038926043,0.08615458,0.009848053,-0.025130937,-0.02672344,-0.15577011,0.07057634,-0.030363841
false,-0.16847265,0.05161724,0.019781612,0.084660865,0.0069054794,-0.11360915,-0.051449984,0.14404961,-0.011537761,-0.07445054,0.10734002,-0.13504341,-0.08347891,0.01598984,0.04386272,-0.15424196,0.035918288,-0.01822443,0.08794751,-0.15640214,0.08232961,0.04910028,0.0509722,-0.046181943,0.10900292,-0.014228115,-0.09022991,-0.01580152,0.08581729,-0.08031978,0.03072288,-0.015375571,0.08484305,0.150745,-0.006117655,0.14848083,0.11816712,-0.031401485,0.09611901,-0.24754666,0.097661115,-0.039710693,0.14164267,0.09707212,-0.12154233,-0.106194,-0.019706665,0.075633645,0.039631065,0.03828582,0.16657221,0.008820685,0.028971389,-0.11730724,-0.00021757101,0.14588323,-0.069178104,-0.13468432,-0.052477647,-0.0070581315,-0.007317882,0.15207219,0.044578064,-0.019314803,-0.13558786,0.11643916,-0.10292105,0.22087565,-0.15166478,0.08603316,0.008244251,0.03813495,0.19787976,0.07127509,0.05756584,0.04986612,0.04683973,-0.003076969,-0.10731097,-0.03414056,-0.085263215,-0.0508311,-0.055472467,0.23672295,0.15891583,0.07024563,0.11959561,-0.09526115,-0.04428576,-0.080662854,0.040931437,0.01935057,-0.025406346,0.111329794,0.27316296,0.08450912,-0.010694194,0.027338708,-0.15732695,-0.059824266
alone,-0.05481819,0.045971192,-0.04002671,-0.008789099,-0.004045567,0.014721989,-0.19281062,0.14998966,0.031615574,0.10058631,0.015416156,-0.048716083,-0.1016433,-0.036976732,-0.025171299,-0.05940163,0.026447453,-0.24517791,0.09273653,-0.2718356,0.016761847,-0.017436285,0.27585098,-0.12630233,-0.05183922,0.022393819,-0.16357328,-0.094641246,0.038937848,0.11885821,0.02816386,-0.025922272,0.16760181,-0.0922739,-0.037033617,-0.07355242,-0.0915327,-0.044413336,0.021659538,-0.06837786,0.066795394,-0.029643277,0.07291693,0.05301138,0.0554464,-0.047086492,-0.03912225,-0.02989517,0.033481818,0.053061545,-0.06929685,-0.038439557,0.05372291,0.05643469,0.018708255,-0.14210592,0.08365213,0.029477946,-0.024630373,0.012225318,-0.16862977,0.08742917,-0.043900114,0.088798225,-0.15798357,-0.10505882,-0.07599891,0.11524572,-0.19752288,0.09967288,-0.06537002,-0.013481213,-0.016386522,0.035968672,0.09743042,-0.18148075,-0.022670455,-0.03673838,-0.11745054,-0.090857476,-0.11497184,-0.12525238,0.020396914,0.20829639,-0.035013847,-0.07598674,-0.11717824,0.02314553,0.08695795,0.079862475,-0.05349043,-0.15163194,-0.24304911,-0.1527791,0.07091601,0.13184653,0.119982794,0.03234,-0.016535364,0.09835929
rule,-0.05554815,-0.031822875,0.06468978,0.0057520135,-0.036085773,-0.0962561,-0.0087193865,0.23341672,0.10037459,-0.104857765,0.047200806,-0.0036905291,-0.2161491,0.048410688,0.040482067,-0.049361583,0.072141886,-0.17034745,0.0898548,-0.119204484,0.08887708,0.10281906,0.09999488,-0.07494345,0.060948275,-0.05895968,-0.016208468,0.027241534,-0.121457234,-0.043508288,-0.09538243,0.17030674,0.03863489,-0.18458997,0.032823388,-0.117421284,-0.0813837,-0.22933906,-0.01733555,-0.21080986,0.0013071009,0.06339277,-0.011724634,0.027285883,0.048908267,-0.07588201,-0.07140574,-0.08382467,0.19977081,-0.035489883,-0.06178235,0.0786597,0.14748794,0.04671583,0.013546724,-0.041504793,0.057803463,-0.08971629,0.031239754,-0.0059476253,0.0008338003,0.10626555,-0.028758943,-0.007586027,-0.15788254,-0.012427927,-0.07538377,0.1131874,-0.20077738,0.005190544,0.08332639,0.13644767,0.065318175,0.09123999,-0.11600418,-0.10248436,0.14876266,-0.04761386,-0.15533602,-0.043968264,-0.04256935,0.06967209,-0.039846912,0.24350518,-0.1012817,0.062105604,0.19210391,0.00802867,0.11714532,0.10936623,0.1262998,0.033764582,-0.11982604,-0.059787437,0.05058943,0.14245234,-0.07762442,0.0242111,-0.07618174,0.06567354
agreement,0.01722282,0.06631631,-0.0037840204,-0.14325958,-0.012308749,0.03611795,0.107045434,0.14550772,-0.10992733,0.008337662,-0.16110596,-0.013653897,-0.17535532,-0.026091201,0.042035196,-0.031708162,0.0035484002,-0.11575017,-0.0919045,-0.086706065,0.1544714,0.013876508,-0.10249255,0.028864484,0.1099198,-0.15807608,-0.07228101,0.034881476,-0.1358853,0.11486514,-0.059297804,0.08745083,0.003884527,-0.124078915,0.0015938131,0.057222366,-0.060339432,-0.04487294,0.028185215,-0.19092523,-0.2497528,0.023967795,-0.03242661,-0.029626088,0.16875075,0.024390522,0.13676828,0.08838123,0.028226161,0.14205936,0.11147632,0.02730916,0.027790358,-0.06556632,0.0634202,0.039833028,0.12984726,0.07811168,0.033961818,-0.0033191582,-0.061617788,0.0283226,-0.24049106,-0.10271264,-0.079513304,0.16499795,-0.040901855,0.074306384,0.045008365,-0.059798818,-0.11914016,-0.102474526,-0.0068845185,-0.023240227,-0.14114235,-0.10564499,0.052233815,0.0013158756,-0.15821879,0.0882496,0.07944646,0.11807639,-0.053592287,0.25519505,0.17268962,0.15080932,0.03440127,0.093659595,0.08314621,-0.06376346,0.09230669,-0.009292593,-0.042081967,-0.05134441,0.17837812,0.09049413,0.11263333,-0.15887335,-0.019893114,0.04158198
among,-0.18387009,0.11206139,-0.15280627,-0.10610969,0.14013922,-0.20560028,-0.025983982,0.040359225,-0.104512446,-0.24292842,0.109422624,-0.08363481,-0.112573676,0.027085325,0.16269875,-0.09940587,0.023523645,-0.024205344,-0.09437146,0.06671659,-0.105005056,-0.053350423,-0.14071769,0.060185272,-0.061325967,-0.106452875,-0.053536773,-0.04443955,-0.047392454,-0.029820269,0.116427094,-0.12606682,-0.15281497,0.005228422,-0.0027658136,0.12402585,0.005892375,0.13514547,0.08601977,-0.03178287,0.043971576,-0.1364994,-0.014460078,0.20049722,0.12208426,0.106895335,-0.016842203,0.030370668,0.029723419,0.087501176,0.079398386,-0.086597085,0.058631625,0.0044758376,0.062363178,0.09127982,0.16521771,-0.013689705,-0.0046413857,-0.027235378,-0.022868501,0.077917546,-0.074605264,-0.09590185,0.039249644,0.033613008,0.08589089,0.13509104,0.037101537,0.022823444,0.14313121,-0.12522985,0.14305231,0.13132492,0.1960594,0.08501825,-0.12943836,0.037068345,-0.075840876,-0.07291147,0.01486883,0.10123033,0.13764705,-0.04973548,0.10792806,-0.019348634,0.03924155,-0.0084480485,0.054119617,-0.10177049,0.044324104,0.078861676,-0.07059292,-0.016912187,0.046265654,0.08378289,0.08876502,-0.284601,0.0012009799,-0.14485073
bee,0.06449202,-0.09641873,-0.1203703,0.18748301,0.033009294,-0.13979495,-0.14317392,0.15875763,-0.018077055,0.022216752,0.064586446,-0.12210211,0.04839799,0.041084144,-0.027918277,-0.04292787,-0.11395126,-0.28685462,0.21399474,-0.21703744,0.021710457,-0.013678889,0.057400048,-0.09997551,0.08212464,0.036691166,-0.039952923,-0.035273895,0.02484383,-0.0072340067,0.11057197,0.011715959,0.15261406,0.09431236,-0.008900379,0.05556706,-0.025518214,0.048597556,-0.085279696,0.104749046,0.18015234,0.035144847,0.0747298,0.16223279,-0.14501607,-0.020970337,0.014326187,0.020679887,-0.025256272,0.08726719,0.05733145,0.012127376,-0.032448687,0.06432782,-0.034682684,-0.029334351,-0.22737247,-0.05084788,-0.14849825,0.011956689,-0.07434052,0.22294365,0.13956593,0.03151164,-0.16905223,-0.025885828,-0.026102502,-0.011538148,-0.21878357,0.06257352,0.044404402,0.14292628,0.1011296,-0.05128897,0.11797748,-0.045035526,0.0499563,0.025306491,0.04713792,0.1262183,-0.19962463,-0.06130866,-0.1630555,0.058886234,-0.10543677,-0.027686693,-0.10804248,0.0030721023,0.004378143,0.09664444,-0.004895439,0.119344525,-0.06424786,0.03477437,0.10746124,-0.05554388,-0.06069219,0.035895035,-0.011271644,0.04735596
pleasure,-0.0011106263,0.067294426,0.10489619,-0.06420265,-0.028024886,-0.16231063,0.013931955,0.23578914,-0.05755192,-0.020573745,-0.08544929,0.026285673,-0.15163508,0.0080475295,0.046275217,0.060927622,-0.062025208,-0.060699426,-0.18876813,-0.1519864,0.06620516,0.0024272872,-0.002940348,-0.12346714,0.0109306695,-0.08719554,-0.04727043,-0.11083144,-0.06367324,0.13466457,-0.09333025,0.006258857,0.050436985,-0.12317835,-0.0074563883,0.09788372,0.07920132,-0.04517934,-0.09611114,-0.04944385,-0.20798916,0.08132395,-0.027770607,0.095975555,0.22063147,-0.11967197,0.11617222,0.06404603,0.08916564,0.153948,-0.040295783,0.0824664,-0.04793532,0.05804991,0.12654608,0.023576176,0.0071507366,0.014197437,-0.085652776,0.028132543,-0.16893281,-0.04772217,-0.27431875,0.075769916,-0.15514614,0.08781961,0.004430824,-0.002631738,-0.029820688,0.21306738,-0.16190019,-0.085319035,-0.00597512,-0.14436606,0.07309506,0.06478092,0.0994715,-0.16165078,-0.18640374,0.06539937,0.06799044,0.042850934,-0.031071572,0.12350882,0.099106446,0.04768634,-0.07699939,0.15554428,0.019630853,0.08859785,-0.009495613,0.017953483,0.013161353,-0.10095066,0.16237003,0.062343456,0.019263173,-0.097353205,0.07956622,0.0017502145
war,-0.013625921,0.13182417,0.20112413,-0.058993485,0.115835294,0.026577758,-0.15893047,0.2084309,-0.07127492,-0.09014916,0.034761135,0.04383761,-0.12540212,0.16081214,0.0157164,-0.12772067,0.11216212,-0.03148031,-0.013270093,-0.11584583,0.043033525,0.018146321,0.08929899,-0.033051465,-0.017518053,-0.10628363,0.009740841,0.093171045,-0.13774517,-0.04530783,-0.09915302,0.06675059,-0.09180837,-0.21591105,0.061824024,-0.12762812,-0.072106615,-0.12831591,0.034951296,-0.1287786,-0.041528553,0.08453861,-0.031593725,0.06942552,0.06564926,-0.043550555,-0.17878039,-0.0221824,0.24653143,-0.07616239,-0.10806869,0.06770075,0.10520711,-0.05353945,0.09335276,-0.14840934,0.11606572,0.05310002,0.021796608,-0.055421423,-0.07664127,0.005812506,-0.042521484,0.059036,-0.037995752,-0.03831204,0.06976773,-0.0046081143,-0.14871931,0.043742668,-0.11292738,0.09850719,-0.07942213,-0.09035726,-0.041510746,-0.0052514286,0.03767809,-0.11085225,-0.113093816,-0.16144529,-0.041400127,0.0339959,-0.13069846,0.07530924,-0.11066881,-0.0018549783,0.11489088,-0.036774654,0.21814646,0.26210082,-0.021945296,-0.0142467255,-0.14249937,-0.1021441,-0.121983975,-0.009673307,-0.07221202,-0.052526858,0.094931826,0.07340553
